"Stkcd","Trddt","AdjClose","LogRet"
678,2000-05-25,20.1814,0.0292908032332404
868,2000-05-25,9.069082,0.0183072042319741
600006,2000-05-25,5.6,0.00537154380191085
600151,2000-05-25,18.969991,0.021311418801663
600741,2000-05-25,63.066865,0.0263439836421231
678,2000-05-26,20.223011,0.00205972633587592
868,2000-05-26,9.130776,0.00677963930332615
600006,2000-05-26,5.66,0.010657294473988
600151,2000-05-26,18.199991,-0.0414372099363618
600741,2000-05-26,63.192999,0.00199800693529806
868,2000-05-29,9.110211,-0.0022548131538076
600006,2000-05-29,5.75,0.0157759625941676
600151,2000-05-29,18.459991,0.0141846419568261
600741,2000-05-29,63.697534,0.00795232941258828
678,2000-05-30,19.349178,-0.0441711765210782
868,2000-05-30,9.038235,-0.00793196038600152
600006,2000-05-30,5.78,0.00520382787502705
600151,2000-05-30,19.119991,0.0351286953778884
600741,2000-05-30,64.265135,0.00887141112386747
678,2000-05-31,21.284095,0.0953101422175737
868,2000-05-31,9.171906,0.0146812043817115
600006,2000-05-31,5.85,0.0120379785594789
600151,2000-05-31,18.909991,-0.0110440301802512
600741,2000-05-31,63.634467,-0.00986200272161053
678,2000-06-01,21.492151,0.00972771854110244
868,2000-06-01,9.171906,0
600006,2000-06-01,5.88,0.00511510066677046
600151,2000-06-01,20.05999,0.0590368772975824
600741,2000-06-01,63.382199,-0.00397220836672751
678,2000-06-02,21.346512,-0.0067994447494093
868,2000-06-02,9.387836,0.0232696923661906
600006,2000-06-02,6.08,0.0334479340675402
600151,2000-06-02,20.12999,0.00348345885140944
600741,2000-06-02,62.688464,-0.0110056056781183
678,2000-06-05,20.909595,-0.0206802094327085
868,2000-06-05,9.151341,-0.0255143828006927
600006,2000-06-05,6.03,-0.00825768523898152
600151,2000-06-05,19.66999,-0.0231166188681584
600741,2000-06-05,62.688464,0
678,2000-06-06,21.783429,0.0409413985994127
868,2000-06-06,9.223318,0.00783441675303997
600006,2000-06-06,5.93,-0.0167227977294602
